id,Synopstationsnummer,Stationsname,Länge [°E],Breite [°N],Höhe [m],Startdatum,Enddatum,Bundesland,Sonnenschein,Globalstrahlung,Synop,Verknüpfungsnummer,Startdatum Teilzeitreihe,Enddatum Teilzeitreihe,zusammengesetzt
15710,,Tamsweg,13.81,47.124722,1012.0,1983-03-01 00:00:00+00:00,1998-05-31 00:00:00+00:00,Salzburg,False,False,,98,1983-03-01 00:00:00+00:00,1998-05-31 23:59:59+00:00,nein
15711,,Tamsweg,13.81,47.124722,1025.0,1998-06-01 00:00:00+00:00,2008-09-30 00:00:00+00:00,Salzburg,False,False,,98,1998-06-01 00:00:00+00:00,2008-09-30 23:59:59+00:00,nein
15712,11399,Tamsweg,13.80833,47.13306,1025.0,2008-06-25 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,98,2008-10-01 00:00:00+00:00,,nein
15715,11349,Katschberg,13.61472,47.06056,1635.0,1998-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,nein
15721,11348,Mariapfarr,13.745,47.15222,1151.0,1991-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,nein
15800,,Flattnitz,14.035277,46.944721,1438.0,1970-09-01 00:00:00+00:00,2007-09-30 00:00:00+00:00,Kärnten,True,False,,186,1970-09-01 00:00:00+00:00,2007-06-30 23:59:59+00:00,nein
15900,,Oberwölz,14.283055,47.201111,810.0,1936-01-01 00:00:00+00:00,2001-04-30 00:00:00+00:00,Steiermark,True,False,,182,1936-01-01 00:00:00+00:00,2001-04-30 23:59:59+00:00,nein
15901,11377,Oberwölz,14.28669,47.20206,842.1,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,182,2007-08-01 00:00:00+00:00,,nein
15905,,Krakauebene,13.952778,47.188057,1312.0,1990-10-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark,True,False,,,,,nein
15906,,Krakauebene Terrasse,13.952222,47.187222,1310.0,2000-07-01 00:00:00+00:00,2001-12-01 00:00:00+00:00,Steiermark,False,True,,,,,nein
15910,,Stolzalpe,14.2,47.116665,1305.0,1938-01-01 00:00:00+00:00,1999-10-31 00:00:00+00:00,Steiermark,True,False,,97,1938-01-01 00:00:00+00:00,1999-10-31 23:59:59+00:00,nein
15911,,Stolzalpe,14.185833,47.121666,1215.0,2000-05-01 00:00:00+00:00,2004-06-30 00:00:00+00:00,Steiermark,True,False,,97,2000-05-01 00:00:00+00:00,2004-06-30 23:59:59+00:00,nein
15912,11363,Stolzalpe,14.18822,47.12303,1291.0,2007-07-24 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,97,2007-07-24 00:00:00+00:00,,nein
15920,11280,Murau,14.17694,47.11111,816.0,1989-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,nein
16000,,Neumarkt,14.43333,47.08333,842.0,1972-01-01 00:00:00+00:00,1986-10-31 00:00:00+00:00,Steiermark,True,False,,64,1972-01-01 00:00:00+00:00,1986-10-31 23:59:59+00:00,nein
16001,,Neumarkt,14.416667,47.083332,881.0,1936-01-01 00:00:00+00:00,1971-12-31 00:00:00+00:00,Steiermark,False,False,,64,1936-01-01 00:00:00+00:00,1971-12-31 23:59:59+00:00,nein
16003,,Neumarkter Sattel,14.425555,47.070557,1125.0,1987-01-01 00:00:00+00:00,1998-02-28 00:00:00+00:00,Steiermark,False,False,,,,,nein
16009,,Zirbitzkogel,14.566667,47.066666,2386.0,1950-09-01 00:00:00+00:00,1956-02-29 00:00:00+00:00,Steiermark,True,False,,,,,nein
16015,11220,Neumarkt,14.42472,47.06972,869.0,1993-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,64,1993-08-01 00:00:00+00:00,,nein
16100,,Zeltweg,14.78333,47.2,669.0,1962-10-01 00:00:00+00:00,1992-05-31 00:00:00+00:00,Steiermark,True,False,,115,1962-10-01 00:00:00+00:00,1992-05-31 23:59:59+00:00,nein
16101,11365,Zeltweg,14.74689,47.19983,677.6,1992-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,115,1992-06-01 00:00:00+00:00,,nein
16300,,Lobming,15.178333,47.043056,414.0,1961-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark,False,False,,,,,nein
16308,11221,Köflach,15.087222,47.070277,465.0,2004-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,nein
16400,11240,Graz Thalerhof Flughafen,15.44,46.98056,340.0,1950-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,nein
16401,,Graz Messendorfberg,15.489722,47.046944,435.0,1972-12-01 00:00:00+00:00,2001-08-16 00:00:00+00:00,Steiermark,True,False,,,,,nein
16402,,Graz Universität,15.447778,47.079723,366.0,1894-01-01 00:00:00+00:00,1988-05-31 00:00:00+00:00,Steiermark,True,False,,30,1894-01-01 00:00:00+00:00,1988-05-31 23:59:59+00:00,nein
16411,11242,St. Radegund,15.48978,47.18211,726.3,1986-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,94,1986-04-01 00:00:00+00:00,,nein
16412,11290,Graz Universität,15.44892,47.07767,366.7,1988-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,30,1988-06-01 00:00:00+00:00,2022-08-31 23:59:59+00:00,nein
16413,11238,Graz Straßgang,15.41028,47.04611,356.5,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,nein
16414,11291,Graz Universität/Heinrichstraße,15.448056,47.08,366.0,2022-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,False,False,,30,2022-09-01 00:00:00+00:00,,nein
16420,,Schöckl,15.46806,47.19861,1436.0,1928-01-01 00:00:00+00:00,1992-12-31 00:00:00+00:00,Steiermark,True,False,,86,1928-01-01 00:00:00+00:00,1992-12-31 23:59:59+00:00,nein
16421,11241,Schöckl,15.46639,47.19861,1443.0,1992-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,86,1993-01-01 00:00:00+00:00,,nein
16430,8989103,Graz Lendplatz,15.4289,47.07556,351.0,2022-11-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,False,False,,,,,nein
16431,8989104,Graz Lendplatz Feuerwehrturm,15.4294,47.07528,351.0,2022-11-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,nein
16440,,Semriach,15.4,47.216667,720.0,1971-01-01 00:00:00+00:00,1976-12-31 00:00:00+00:00,Steiermark,False,False,,,,,nein
16500,,Gleisdorf,15.710834,47.113335,375.0,1961-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark,False,False,,200,1961-01-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
16501,11247,Gleisdorf,15.70806,47.11556,377.3,2007-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,200,2008-01-01 00:00:00+00:00,,nein
16511,11292,Laßnitzhöhe,15.59222,47.07361,530.0,1990-02-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,53,1990-02-01 00:00:00+00:00,,nein
16520,,Weiz,15.635555,47.218613,465.0,1940-05-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark,False,False,,201,1944-01-01 00:00:00+00:00,2007-11-30 23:59:59+00:00,nein
16521,11243,Weiz,15.634444,47.218334,465.7,2007-06-01 00:00:00+00:00,2014-04-08 00:00:00+00:00,Steiermark,True,True,,201,2007-12-01 00:00:00+00:00,2013-05-31 23:59:59+00:00,nein
16522,8989117,Weiz,15.635,47.2022,450.0,2024-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,False,False,,,,,nein
16600,,Fürstenfeld,16.081667,47.031113,271.0,1936-01-01 00:00:00+00:00,2007-06-30 00:00:00+00:00,Steiermark,False,False,,154,1936-01-01 00:00:00+00:00,2007-06-30 23:59:59+00:00,nein
16601,11246,Fürstenfeld,16.08083,47.03083,271.0,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,154,2007-07-01 00:00:00+00:00,,nein
16700,,Güssing,16.333334,47.066666,240.0,1948-01-01 00:00:00+00:00,1982-10-31 00:00:00+00:00,Burgenland,False,False,,183,1948-01-01 00:00:00+00:00,1982-10-31 23:59:59+00:00,nein
16701,,Gerersdorf bei Güssing,16.237223,47.071667,280.0,1983-07-01 00:00:00+00:00,1995-12-31 00:00:00+00:00,Burgenland,False,False,,,,,nein
16702,11198,Güssing,16.32186,47.0625,215.3,2008-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,183,2008-07-01 00:00:00+00:00,,nein
16710,,Wörterberg,16.09833,47.22722,400.0,1929-07-02 00:00:00+00:00,2007-12-31 00:00:00+00:00,Burgenland,False,False,,202,1929-07-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
16711,11392,Wörterberg,16.09678,47.22619,403.6,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,202,2008-01-01 00:00:00+00:00,,nein
16800,11192,Kleinzicken,16.326667,47.2075,263.0,1993-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,49,1993-05-01 00:00:00+00:00,,nein
16802,,Kleinzicken,16.33333,47.21667,267.0,1978-01-01 00:00:00+00:00,1993-04-30 00:00:00+00:00,Burgenland,True,False,,49,1978-01-01 00:00:00+00:00,1993-04-30 23:59:59+00:00,nein
16900,,Obervermunt,10.083333,46.916668,2040.0,1963-10-01 00:00:00+00:00,1996-08-31 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
16905,8989071,Gaschurn,10.02861,46.98583,976.3,2007-08-01 00:00:00+00:00,2021-10-06 00:00:00+00:00,Vorarlberg,True,True,,220,2007-08-01 00:00:00+00:00,2020-12-31 23:59:59+00:00,nein
16906,11108,Gaschurn,10.031667,46.980278,985.0,2020-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,220,2021-01-01 00:00:00+00:00,,nein
16910,,Partenen,10.05,46.966667,1028.0,1963-10-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
16920,,Gargellen,9.916667,46.966667,1474.0,1935-01-01 00:00:00+00:00,1962-09-30 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
17000,,Galtür,10.183333,46.966667,1583.0,1901-01-01 00:00:00+00:00,1989-03-31 00:00:00+00:00,Tirol,False,False,,28,1901-01-01 00:00:00+00:00,1989-03-31 23:59:59+00:00,nein
17001,,Galtür,10.193611,46.964443,1648.0,1989-04-01 00:00:00+00:00,1996-11-30 00:00:00+00:00,Tirol,False,False,,28,1989-04-01 00:00:00+00:00,1996-11-30 23:59:59+00:00,nein
17002,11312,Galtür,10.18556,46.96806,1587.0,1996-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,28,1996-12-01 00:00:00+00:00,,nein
17003,,Galtür,10.189167,46.964443,1615.0,2012-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,False,False,,,,,nein
17004,,Galtür,10.185833,46.972778,1648.0,2008-09-01 00:00:00+00:00,2012-05-31 00:00:00+00:00,Tirol,False,False,,,,,nein
17005,11310,Ischgl-Idalpe,10.31722,46.9825,2327.0,1984-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,nein
17006,,Ischgl-Idalpe,10.317223,46.981945,2323.0,2009-01-01 00:00:00+00:00,2022-06-30 00:00:00+00:00,Tirol,False,False,,,,,nein
17100,,Nauders,10.5,46.900002,1360.0,1958-06-01 00:00:00+00:00,2002-05-31 00:00:00+00:00,Tirol,True,False,,121,1958-06-01 00:00:00+00:00,2001-05-31 23:59:59+00:00,nein
17101,,Nauders,10.5,46.900002,1360.0,2002-06-01 00:00:00+00:00,2004-07-31 00:00:00+00:00,Tirol,False,False,,121,2002-06-01 00:00:00+00:00,2004-07-31 23:59:59+00:00,nein
17102,11113,Nauders,10.49694,46.89111,1330.2,2004-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,121,2004-08-01 00:00:00+00:00,,nein
17300,,Obergurgl,11.02722,46.8675,1938.0,1953-01-01 00:00:00+00:00,1998-12-31 00:00:00+00:00,Tirol,True,False,,66,1953-01-01 00:00:00+00:00,1998-12-31 23:59:59+00:00,nein
17301,11127,Obergurgl,11.02444,46.86694,1941.0,1999-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,66,1999-01-01 00:00:00+00:00,,nein
17305,,Vent,10.933333,46.866665,1908.0,1940-01-01 00:00:00+00:00,1977-12-31 00:00:00+00:00,Tirol,True,False,,,,,nein
17310,,Pitztaler Gletscher,10.883333,46.933334,2850.0,1989-03-01 00:00:00+00:00,1994-04-16 00:00:00+00:00,Tirol,False,False,,184,1989-03-01 00:00:00+00:00,1993-12-31 23:59:59+00:00,nein
17315,11316,Pitztaler Gletscher,10.87914,46.92706,2863.9,1994-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,184,1994-01-01 00:00:00+00:00,,nein
17320,11318,Brunnenkogel,10.86167,46.91278,3437.0,2003-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,nein
17700,,St. Jakob im Defereggental,12.354445,46.917221,1385.0,1938-01-01 00:00:00+00:00,2007-10-31 00:00:00+00:00,Tirol,False,False,,185,1938-01-01 00:00:00+00:00,2007-08-31 23:59:59+00:00,nein
17701,11300,St. Jakob im Defereggental,12.35389,46.91694,1383.0,2007-07-06 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,185,2007-09-01 00:00:00+00:00,,nein
17900,,Lienz,12.78333,46.81667,663.0,1880-01-01 00:00:00+00:00,1985-11-30 00:00:00+00:00,Tirol,True,True,,55,1880-01-01 00:00:00+00:00,1985-11-30 23:59:59+00:00,nein
17901,11204,Lienz,12.80639,46.82555,661.0,1985-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,55,1985-12-01 00:00:00+00:00,,nein
18000,,Döllach-Sagritz,12.903611,46.958611,1071.0,1977-06-01 00:00:00+00:00,2004-05-31 00:00:00+00:00,Kärnten,False,False,,137,1977-06-01 00:00:00+00:00,2004-05-31 23:59:59+00:00,nein
18001,11206,Döllach,12.9025,46.95806,1071.0,2004-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,137,2004-06-01 00:00:00+00:00,,nein
18002,,Döllach im Mölltal,12.9,46.966667,1024.0,1926-08-01 00:00:00+00:00,1976-08-31 00:00:00+00:00,Kärnten,False,False,,137,1926-08-01 00:00:00+00:00,1976-08-31 23:59:59+00:00,nein
18010,,Iselsberg,12.858055,46.855556,1190.0,1979-09-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten,False,False,,,,,nein
18100,,Kolbnitz,13.312222,46.873055,603.0,1953-05-01 00:00:00+00:00,2001-12-31 00:00:00+00:00,Kärnten,False,False,,,,,nein
18111,11260,Mallnitz,13.16667,46.99194,1197.0,1987-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,149,2002-08-01 00:00:00+00:00,,nein
18120,,Obervellach,13.233334,46.933334,778.0,1970-09-01 00:00:00+00:00,1981-12-31 00:00:00+00:00,Kärnten,True,False,,69,1970-09-01 00:00:00+00:00,1981-12-31 23:59:59+00:00,nein
18121,11261,Obervellach,13.22333,46.92889,809.0,1986-12-01 00:00:00+00:00,2015-02-01 00:00:00+00:00,Kärnten,True,False,,69,1986-12-01 00:00:00+00:00,2014-12-31 23:59:59+00:00,nein
18122,11262,Obervellach,13.19444,46.93528,688.0,2014-07-09 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,69,2015-01-01 00:00:00+00:00,,nein
18200,,Litzlhof,13.433333,46.833332,580.0,1961-01-01 00:00:00+00:00,1992-10-31 00:00:00+00:00,Kärnten,True,False,,,,,nein
18210,11215,Millstatt,13.57278,46.80806,721.0,1982-06-24 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,62,1982-06-24 00:00:00+00:00,,nein
18211,,Millstatt/Kleindombra,13.583333,46.799999,754.0,1972-11-01 00:00:00+00:00,1982-06-30 00:00:00+00:00,Kärnten,False,False,,62,1972-11-01 00:00:00+00:00,1982-05-31 23:59:59+00:00,nein
18220,,Spittal an der Drau,13.53611,46.77472,524.0,1977-04-01 00:00:00+00:00,2004-10-31 00:00:00+00:00,Kärnten,False,False,,150,1977-04-01 00:00:00+00:00,2004-10-31 23:59:59+00:00,nein
18225,11272,Spittal an der Drau,13.48725,46.7905,541.7,1993-06-08 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,150,2004-11-01 00:00:00+00:00,,nein
18231,11273,Gmünd,13.53417,46.90278,738.4,2008-07-23 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,nein
18240,,Reisseck,13.366667,46.933334,2252.0,1960-11-01 00:00:00+00:00,1976-05-31 00:00:00+00:00,Kärnten,True,False,,207,1960-11-01 00:00:00+00:00,1976-05-31 23:59:59+00:00,nein
18241,,Reisseckhütte,13.366667,46.916668,2290.0,1953-06-01 00:00:00+00:00,1960-10-31 00:00:00+00:00,Kärnten,False,False,,207,1953-06-01 00:00:00+00:00,1960-10-31 23:59:59+00:00,nein
18300,,Radenthein,13.7,46.783333,685.0,1958-11-01 00:00:00+00:00,1998-07-31 00:00:00+00:00,Kärnten,True,False,,128,1958-11-01 00:00:00+00:00,1998-07-31 23:59:59+00:00,nein
18305,,Radenthein,13.698055,46.798054,685.0,1998-08-01 00:00:00+00:00,2000-11-30 00:00:00+00:00,Kärnten,False,False,,128,1998-08-01 00:00:00+00:00,2000-11-30 23:59:59+00:00,nein
18306,,Radenthein,13.698334,46.800278,688.0,2000-12-01 00:00:00+00:00,2002-08-31 00:00:00+00:00,Kärnten,False,False,,128,2000-12-01 00:00:00+00:00,2002-08-31 23:59:59+00:00,nein
18402,11222,Flattnitz,14.03611,46.94083,1437.2,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,186,2007-07-01 00:00:00+00:00,2025-04-01 06:00:00+00:00,nein
18500,,Weitensfeld,14.19639,46.84444,705.0,1985-09-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten,False,True,,103,1985-09-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
18501,,Weitensfeld,14.2,46.85,715.0,1953-01-01 00:00:00+00:00,1985-08-31 00:00:00+00:00,Kärnten,False,False,,103,1953-01-01 00:00:00+00:00,1985-08-31 23:59:59+00:00,nein
18502,11225,Weitensfeld,14.19083,46.84917,704.0,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,103,2008-01-01 00:00:00+00:00,,nein
18600,,Friesach,14.42,46.955276,634.0,1958-05-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten,True,False,,187,1958-05-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
18601,11228,Friesach,14.40583,46.95861,640.0,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,187,2008-01-01 00:00:00+00:00,,nein
18610,,Silberegg,14.5,46.849998,598.0,1971-01-01 00:00:00+00:00,1981-12-31 00:00:00+00:00,Kärnten,False,False,,,,,nein
18615,,Althofen,14.483334,46.866665,728.0,1942-05-11 00:00:00+00:00,1979-12-30 00:00:00+00:00,Kärnten,True,False,,,,,nein
18617,8989053,Treibach-Althofen,14.460556,46.863056,612.0,2024-01-10 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,nein
18620,,St. Veit an der Glan,14.360556,46.764721,475.0,1968-05-01 00:00:00+00:00,1997-02-28 00:00:00+00:00,Kärnten,False,False,,95,1968-05-01 00:00:00+00:00,1997-02-28 23:59:59+00:00,nein
18621,,St. Veit an der Glan,14.345834,46.759724,475.0,1997-03-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten,False,False,,95,1997-03-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
18622,11237,St. Veit an der Glan,14.38556,46.73917,462.6,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,95,2008-01-01 00:00:00+00:00,,nein
18700,,St. Andrä-Winkling,14.8,46.78333,468.0,1976-09-01 00:00:00+00:00,1992-12-31 00:00:00+00:00,Kärnten,False,False,,90,1976-09-01 00:00:00+00:00,1992-12-31 23:59:59+00:00,nein
18704,,St. Andrä im Lavanttal,14.816667,46.766666,430.0,1961-01-01 00:00:00+00:00,1975-06-30 00:00:00+00:00,Kärnten,False,False,,90,1961-01-01 00:00:00+00:00,1975-06-30 23:59:59+00:00,nein
18705,11229,St. Andrä im Lavanttal,14.82806,46.76417,403.0,1993-03-11 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,90,1993-03-11 00:00:00+00:00,,nein
18800,,Preitenegg,14.91667,46.93333,1055.0,1950-07-01 00:00:00+00:00,1993-12-31 00:00:00+00:00,Kärnten,True,False,,71,1950-07-01 00:00:00+00:00,1993-12-31 23:59:59+00:00,nein
18805,11214,Preitenegg,14.920278,46.938333,1059.0,1993-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,71,1994-01-01 00:00:00+00:00,,nein
18810,,Wolfsberg Reding,14.85,46.833333,440.0,1956-01-01 00:00:00+00:00,1985-10-31 00:00:00+00:00,Kärnten,True,False,,110,1956-01-07 00:00:00+00:00,1985-10-31 23:59:59+00:00,nein
18811,,Wolfsberg,14.85,46.833332,442.0,1985-11-01 00:00:00+00:00,1987-10-31 00:00:00+00:00,Kärnten,False,False,,110,1985-11-01 00:00:00+00:00,1987-10-31 23:59:59+00:00,nein
18813,,Wolfsberg Reding,14.85,46.816666,435.0,1953-01-01 00:00:00+00:00,1955-12-31 00:00:00+00:00,Kärnten,False,False,,110,1953-01-01 00:00:00+00:00,1955-12-31 23:59:59+00:00,nein
18900,,Deutschlandsberg,15.216666,46.816666,380.0,1895-08-01 00:00:00+00:00,1996-01-31 00:00:00+00:00,Steiermark,False,False,,116,1895-08-01 00:00:00+00:00,1995-07-31 23:59:59+00:00,nein
18905,11285,Deutschlandsberg,15.22889,46.82167,354.0,1994-07-01 00:00:00+00:00,2001-04-30 00:00:00+00:00,Steiermark,True,False,,116,1995-08-01 00:00:00+00:00,2001-04-30 23:59:59+00:00,nein
18906,11285,Deutschlandsberg,15.22694,46.82167,354.0,2001-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,116,2001-05-01 00:00:00+00:00,,nein
19021,11296,Leibnitz-Wagna,15.55289,46.76739,267.9,2003-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,54,2003-11-01 00:00:00+00:00,,nein
19200,,Bad Gleichenberg,15.89999,46.86666,303.0,1895-07-01 00:00:00+00:00,1985-03-31 00:00:00+00:00,Steiermark,True,False,,8,1895-07-01 00:00:00+00:00,1985-03-31 23:59:59+00:00,nein
19201,,Bad Gleichenberg,15.90194,46.86666,303.0,1985-04-01 00:00:00+00:00,2000-01-31 00:00:00+00:00,Steiermark,True,False,,8,1985-04-01 00:00:00+00:00,2000-01-31 23:59:59+00:00,nein
19204,11244,Bad Gleichenberg,15.90361,46.87222,269.0,2003-04-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,8,2003-04-17 00:00:00+00:00,,nein
19205,11298,Feldbach,15.87972,46.94889,323.0,1998-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,,,,nein
19500,,Sillian,12.416667,46.75,1100.0,1964-12-01 00:00:00+00:00,1999-09-30 00:00:00+00:00,Tirol,False,False,,130,1964-12-01 00:00:00+00:00,1999-09-30 23:59:59+00:00,nein
19501,,Sillian,12.416667,46.75,1080.0,1948-01-01 00:00:00+00:00,1964-04-30 00:00:00+00:00,Tirol,False,False,,130,1948-01-01 00:00:00+00:00,1964-04-30 23:59:59+00:00,nein
19505,11201,Sillian,12.42358,46.74644,1081.4,1996-09-19 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,130,1999-10-01 00:00:00+00:00,,nein
19700,11270,Dellach,13.08286,46.74189,628.2,1983-05-05 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,False,,19,1983-05-05 00:00:00+00:00,,nein
19701,,Dellach,13.083333,46.733334,620.0,1962-05-01 00:00:00+00:00,1983-04-30 00:00:00+00:00,Kärnten,True,False,,19,1962-05-01 00:00:00+00:00,1983-04-30 23:59:59+00:00,nein
19710,,Kornat,12.889444,46.688057,1047.0,1948-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten,False,False,,,,,nein
19711,11086,Kornat,12.888889,46.685001,990.0,2017-05-22 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,nein
19715,,Vorhegg,12.972222,46.677776,1020.0,1990-12-01 00:00:00+00:00,2010-04-30 00:00:00+00:00,Kärnten,True,True,,,,,nein
19720,11255,Kötschach-Mauthen,12.99833,46.67638,705.0,1987-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,nein
19730,,Laas,12.983334,46.683334,800.0,1969-07-01 00:00:00+00:00,1978-05-31 00:00:00+00:00,Kärnten,True,False,,208,1969-07-01 00:00:00+00:00,1978-05-31 23:59:59+00:00,nein
19731,,Laas,12.983334,46.683334,891.0,1944-05-01 00:00:00+00:00,1968-09-30 00:00:00+00:00,Kärnten,True,False,,208,1944-05-01 00:00:00+00:00,1968-09-30 23:59:59+00:00,nein
19800,,Reisach,13.154166,46.648335,646.0,1961-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Kärnten,False,False,,,,,nein
19810,,Weißbriach,13.25,46.683334,817.0,1966-09-08 00:00:00+00:00,1981-01-01 00:00:00+00:00,Kärnten,False,False,,,,,nein
19821,11263,Weißensee-Gatschach,13.28583,46.71861,949.0,1982-10-14 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,102,1982-11-01 00:00:00+00:00,,nein
19830,,Nassfeld,13.283334,46.566666,1525.0,1970-01-01 00:00:00+00:00,1978-12-31 00:00:00+00:00,Kärnten,False,False,,,,,nein
19911,11259,Hermagor,13.49222,46.60972,561.6,2008-07-23 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,,,,nein
20000,,Bad Bleiberg,13.683333,46.616665,904.0,1896-01-01 00:00:00+00:00,1985-04-30 00:00:00+00:00,Kärnten,False,False,,6,1896-01-01 00:00:00+00:00,1985-04-30 23:59:59+00:00,nein
20001,,Bad Bleiburg,13.688889,46.625,907.0,1985-05-01 00:00:00+00:00,2007-09-30 00:00:00+00:00,Kärnten,False,False,,6,1985-05-01 00:00:00+00:00,2007-09-30 23:59:59+00:00,nein
20002,11218,Bad Bleiberg,13.68444,46.62528,908.7,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Kärnten,True,True,,6,2007-10-01 00:00:00+00:00,,nein
20005,,Kreuth,13.666667,46.616665,835.0,1981-05-01 00:00:00+00:00,1985-04-30 00:00:00+00:00,Kärnten,False,False,,,,,nein
